net,length_um
_11304_,5.94
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.b\[28\],5.94
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[30\],5.94
net1527,5.94
_10698_,5.93
_10639_,5.925
_01159_,5.92
_01203_,5.92
_01419_,5.92
_01423_,5.92
_02062_,5.92
_02082_,5.92
_08390_,5.92
_09008_,5.92
_09143_,5.92
_10416_,5.92
_11137_,5.92
_11355_,5.92
net1713,5.92
_10283_,5.9
_10468_,5.9
net877,5.9
_00759_,5.885
_02644_,5.88
_00007_,5.865
_00139_,5.86
_00146_,5.86
_00763_,5.86
_00764_,5.86
_00765_,5.86
_01831_,5.86
_03145_,5.86
_03519_,5.86
_03531_,5.86
_04044_,5.86
_04627_,5.86
_04976_,5.86
_05117_,5.86
_05189_,5.86
_05459_,5.86
_05496_,5.86
_05582_,5.86
_07042_,5.86
_07459_,5.86
_07535_,5.86
_10732_,5.86
net646,5.86
net991,5.86
net1189,5.86
_00392_,5.84
_00876_,5.84
_01099_,5.84
_01169_,5.84
_01278_,5.84
_01289_,5.84
_01588_,5.84
_01594_,5.84
_01923_,5.84
_01947_,5.84
_01951_,5.84
_02098_,5.84
_02192_,5.84
_02197_,5.84
_02851_,5.84
_02990_,5.84
_03015_,5.84
_03425_,5.84
_03500_,5.84
_03558_,5.84
_04021_,5.84
_04434_,5.84
_04498_,5.84
_04678_,5.84
_04857_,5.84
_04906_,5.84
_04912_,5.84
_04955_,5.84
_05177_,5.84
_05326_,5.84
_05358_,5.84
_06200_,5.84
_06454_,5.84
_06843_,5.84
_07008_,5.84
_07074_,5.84
_07490_,5.84
_07553_,5.84
_07652_,5.84
_08102_,5.84
_08182_,5.84
_08213_,5.84
_08830_,5.84
_08926_,5.84
_09640_,5.84
_09733_,5.84
_10211_,5.84
_10354_,5.84
_10805_,5.84
_11013_,5.84
_11239_,5.84
_11667_,5.84
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplier\[31\],5.84
net473,5.84
net548,5.84
net688,5.84
net829,5.84
net903,5.84
net931,5.84
net1513,5.84
net1751,5.84
_02476_,5.82
_02728_,5.82
_03262_,5.82
_05231_,5.82
_05319_,5.82
_05981_,5.82
_06729_,5.82
_07212_,5.82
_07294_,5.82
_07376_,5.82
_10291_,5.82
_10439_,5.82
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.multiplier\[31\],5.82
_05456_,5.81
_00074_,5.8
_00421_,5.8
_00519_,5.8
_00591_,5.8
_00664_,5.8
_01506_,5.8
_01545_,5.8
_01746_,5.8
_02736_,5.8
_02759_,5.8
_02902_,5.8
_03512_,5.8
_04567_,5.8
_04890_,5.8
_05351_,5.8
_05424_,5.8
_06225_,5.8
_06356_,5.8
_06992_,5.8
_07047_,5.8
_07112_,5.8
_07208_,5.8
_07499_,5.8
_07623_,5.8
_07673_,5.8
_07987_,5.8
_08055_,5.8
_08369_,5.8
_08718_,5.8
_08725_,5.8
_08853_,5.8
_08873_,5.8
_08956_,5.8
_09049_,5.8
_09140_,5.8
_10502_,5.8
_10578_,5.8
_10581_,5.8
_10984_,5.8
_11313_,5.8
stage8_inst.out6\[5\],5.8
net758,5.8
net1126,5.8
net1558,5.8
_07338_,5.755
read_data[11],5.75
read_data[26],5.75
_01995_,5.74
_02533_,5.74
_02541_,5.74
_02583_,5.74
_02674_,5.74
_03248_,5.74
_03410_,5.74
_03414_,5.74
_03417_,5.74
_03429_,5.74
_03457_,5.74
_03469_,5.74
_03496_,5.74
_03565_,5.74
_04002_,5.74
_04059_,5.74
_04065_,5.74
_04177_,5.74
_04197_,5.74
_04534_,5.74
_04548_,5.74
_04555_,5.74
_04648_,5.74
_04734_,5.74
_04775_,5.74
_05218_,5.74
_05369_,5.74
_05538_,5.74
_05600_,5.74
_06053_,5.74
_06441_,5.74
_06658_,5.74
_06659_,5.74
_06676_,5.74
_07489_,5.74
_07495_,5.74
_07999_,5.74
_08014_,5.74
_08234_,5.74
_08238_,5.74
_08241_,5.74
_08252_,5.74
_08274_,5.74
_08276_,5.74
_08286_,5.74
_08306_,5.74
_08325_,5.74
_08328_,5.74
_08371_,5.74
_08433_,5.74
_08439_,5.74
_08459_,5.74
_08461_,5.74
_08476_,5.74
_08504_,5.74
_08543_,5.74
_08580_,5.74
_08582_,5.74
_08586_,5.74
_08593_,5.74
_08620_,5.74
_08628_,5.74
_08630_,5.74
_08635_,5.74
_08637_,5.74
_08676_,5.74
_08698_,5.74
_08891_,5.74
_08894_,5.74
_09149_,5.74
_09600_,5.74
_09835_,5.74
_10072_,5.74
_10077_,5.74
_10080_,5.74
_10087_,5.74
_10092_,5.74
_10093_,5.74
_10518_,5.74
_10857_,5.74
_10951_,5.74
_10956_,5.74
_10957_,5.74
_10961_,5.74
_10974_,5.74
_10999_,5.74
_11008_,5.74
_11043_,5.74
net137,5.74
net759,5.74
net1228,5.74
net1727,5.74
_05823_,5.73
_00253_,5.72
_00442_,5.72
_02182_,5.72
_02897_,5.72
_02957_,5.72
_02997_,5.72
_03101_,5.72
_03257_,5.72
_03480_,5.72
_04540_,5.72
_04590_,5.72
_04746_,5.72
_04779_,5.72
_05483_,5.72
_05542_,5.72
_06406_,5.72
_06883_,5.72
_07404_,5.72
_08402_,5.72
_08445_,5.72
_08486_,5.72
_08554_,5.72
_09016_,5.72
_09605_,5.72
_09688_,5.72
_09952_,5.72
_10772_,5.72
_11295_,5.72
_11343_,5.72
_11353_,5.72
_11658_,5.72
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.b\[25\],5.72
net528,5.72
net851,5.72
net935,5.72
net1289,5.72
net1320,5.72
net1525,5.72
net1566,5.72
_07343_,5.715
_01285_,5.7
_01348_,5.7
_02436_,5.7
_06869_,5.7
_09898_,5.7
_00066_,5.685
_00617_,5.685
_00689_,5.685
_01152_,5.685
_01469_,5.685
net579,5.685
_01189_,5.68
_02646_,5.68
_02994_,5.68
_03037_,5.68
_03400_,5.68
_03572_,5.68
_04276_,5.68
_04664_,5.68
_05389_,5.68
_05467_,5.68
_05704_,5.68
_06055_,5.68
_06470_,5.68
_06510_,5.68
_06559_,5.68
_06643_,5.68
_06801_,5.68
_06933_,5.68
_06986_,5.68
_07029_,5.68
_07079_,5.68
_07302_,5.68
_07441_,5.68
_07481_,5.68
_08608_,5.68
_08674_,5.68
_08849_,5.68
_08865_,5.68
_08874_,5.68
_09200_,5.68
_09242_,5.68
_10071_,5.68
_10568_,5.68
_10600_,5.68
_10934_,5.68
_10991_,5.68
_11015_,5.68
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[8\],5.68
net1498,5.68
_08389_,5.66
_08968_,5.64
load_twiddle[31],5.63
_01291_,5.62
_02947_,5.62
_04464_,5.62
_05655_,5.62
_08444_,5.62
_10409_,5.62
_11852_,5.62
net1299,5.62
net1309,5.62
net1334,5.62
net1672,5.62
net1708,5.62
_01060_,5.6
_01669_,5.6
_01672_,5.6
_01828_,5.6
_02960_,5.6
_03864_,5.6
_04541_,5.6
_04709_,5.6
_04926_,5.6
_05590_,5.6
_07081_,5.6
_07173_,5.6
_07225_,5.6
_08261_,5.6
_08323_,5.6
_08350_,5.6
_11395_,5.6
_11882_,5.6
_11923_,5.6
_11962_,5.6
stage8_inst.out3\[29\],5.6
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.multiplier\[23\],5.6
net655,5.6
net673,5.6
stage8_inst.out2\[5\],5.595
_08233_,5.58
_08470_,5.58
_08506_,5.58
net1529,5.58
net1556,5.58
_01029_,5.56
_01268_,5.56
_02114_,5.56
_05204_,5.56
_05338_,5.56
_07197_,5.56
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[31\],5.56
_01504_,5.545
read_data[20],5.53
_00091_,5.525
_00760_,5.525
_02287_,5.52
_05640_,5.52
_09162_,5.52
net870,5.52
net1013,5.52
net1017,5.52
net1085,5.52
net1086,5.52
net1114,5.52
net1180,5.52
net1183,5.52
net1231,5.52
net1233,5.52
net1288,5.52
net1313,5.52
net1327,5.52
net1387,5.52
net1405,5.52
net1408,5.52
net1436,5.52
net1453,5.52
net1480,5.52
net1540,5.52
net1555,5.52
net1564,5.52
net1574,5.52
net1642,5.52
net1668,5.52
net1681,5.52
net1698,5.52
net1703,5.52
net1705,5.52
_00121_,5.5
_00381_,5.5
_00382_,5.5
_00715_,5.5
_00806_,5.5
_00913_,5.5
_01655_,5.5
_01906_,5.5
_02029_,5.5
_02191_,5.5
_02221_,5.5
_05495_,5.5
_05780_,5.5
_06622_,5.5
_07351_,5.5
_10023_,5.5
net549,5.5
net571,5.5
net589,5.5
net598,5.5
net610,5.5
net856,5.5
net1002,5.5
net1627,5.5
net1744,5.5
_01184_,5.485
_00245_,5.48
_01179_,5.48
_01661_,5.48
_03220_,5.48
_03291_,5.48
_03797_,5.48
_06753_,5.48
_11552_,5.48
stage8_inst.out3\[20\],5.48
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.b\[11\],5.48
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.b\[22\],5.48
_00223_,5.46
_00340_,5.46
_00449_,5.46
_00562_,5.46
_00572_,5.46
_00681_,5.46
_00687_,5.46
_01014_,5.46
_01902_,5.46
_03078_,5.46
_11486_,5.46
_09817_,5.45
_05333_,5.445
_06817_,5.44
load_data[29],5.41
_00659_,5.4
_00723_,5.4
_00755_,5.4
_01801_,5.4
_02007_,5.4
_02085_,5.4
_02339_,5.4
_02669_,5.4
_02979_,5.4
_03678_,5.4
_03935_,5.4
_04958_,5.4
_05778_,5.4
_06120_,5.4
_06141_,5.4
_06479_,5.4
_06554_,5.4
_07141_,5.4
_07246_,5.4
_09416_,5.4
_09462_,5.4
_09612_,5.4
_09838_,5.4
_10222_,5.4
_10247_,5.4
_10678_,5.4
_10829_,5.4
_11207_,5.4
_11713_,5.4
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.multiplier\[11\],5.4
net546,5.4
net887,5.4
net1083,5.4
net1572,5.4
net1640,5.4
_01861_,5.385
_00040_,5.38
_00197_,5.38
_00208_,5.38
_00416_,5.38
_00705_,5.38
_00711_,5.38
_00724_,5.38
_00776_,5.38
_00810_,5.38
_00962_,5.38
_00985_,5.38
_01011_,5.38
_01130_,5.38
_01286_,5.38
_01447_,5.38
_01574_,5.38
_01670_,5.38
_01784_,5.38
_01792_,5.38
_01892_,5.38
_02025_,5.38
_02032_,5.38
_02037_,5.38
_02139_,5.38
_03420_,5.38
_03442_,5.38
_03481_,5.38
_03953_,5.38
_04143_,5.38
_04723_,5.38
_04862_,5.38
_05374_,5.38
_05490_,5.38
_05659_,5.38
_06485_,5.38
_06682_,5.38
_06743_,5.38
_06850_,5.38
_07319_,5.38
_07451_,5.38
_07525_,5.38
_08090_,5.38
_08215_,5.38
_08232_,5.38
_08288_,5.38
_08308_,5.38
_08425_,5.38
_08463_,5.38
_08497_,5.38
_08596_,5.38
_08664_,5.38
_09018_,5.38
_09151_,5.38
_10056_,5.38
_10776_,5.38
_10792_,5.38
_10806_,5.38
net509,5.38
net521,5.38
net534,5.38
net586,5.38
net595,5.38
net749,5.38
net756,5.38
net898,5.38
net900,5.38
net939,5.38
net1033,5.38
net1052,5.38
net1142,5.38
net1201,5.38
net1644,5.38
net1456,5.38
_10725_,5.37
_00924_,5.36
_02501_,5.36
_04216_,5.36
_04371_,5.36
_05072_,5.36
_05188_,5.36
_07201_,5.36
_07921_,5.36
_09597_,5.36
_09933_,5.36
_00267_,5.34
_00294_,5.34
_00359_,5.34
_00517_,5.34
_00742_,5.34
_00856_,5.34
_00860_,5.34
_00991_,5.34
_01008_,5.34
_01248_,5.34
_01341_,5.34
_01408_,5.34
_01415_,5.34
_01524_,5.34
_02038_,5.34
_02439_,5.34
_02664_,5.34
_02906_,5.34
_02936_,5.34
_03477_,5.34
_04337_,5.34
_04436_,5.34
_04490_,5.34
_04967_,5.34
_05355_,5.34
_05413_,5.34
_05418_,5.34
_05451_,5.34
_05569_,5.34
_05875_,5.34
_06718_,5.34
_06761_,5.34
_06926_,5.34
_06942_,5.34
_07492_,5.34
_07502_,5.34
_07968_,5.34
_07993_,5.34
_08034_,5.34
_08098_,5.34
_08304_,5.34
_08332_,5.34
_08423_,5.34
_08432_,5.34
_08538_,5.34
_08627_,5.34
_08636_,5.34
_08928_,5.34
_08929_,5.34
_09301_,5.34
_09446_,5.34
_10158_,5.34
_10206_,5.34
_10329_,5.34
_10497_,5.34
_10535_,5.34
_11023_,5.34
_11044_,5.34
_11249_,5.34
_11861_,5.34
stage8_inst.stage4_lower.stage2_pair1.butterfly_inst.mul_inst.multiplier\[22\],5.34
net897,5.34
net1041,5.34
net1278,5.34
net1582,5.34
_09862_,5.3
load_data[15],5.29
load_data_addr[2],5.29
load_twiddle[7],5.29
_05827_,5.285
_02122_,5.28
_04201_,5.28
_04819_,5.28
_05452_,5.28
_05665_,5.28
_05954_,5.28
_06270_,5.28
_07485_,5.28
_07528_,5.28
_08248_,5.28
_08663_,5.28
_08751_,5.28
_08970_,5.28
_09138_,5.28
_09413_,5.28
_09555_,5.28
_10209_,5.28
_10356_,5.28
_10357_,5.28
_10817_,5.28
_10820_,5.28
_11165_,5.28
_11508_,5.28
_05238_,5.275
_10703_,5.275
_07306_,5.265
_00093_,5.26
_00094_,5.26
_01059_,5.26
_01931_,5.26
_02067_,5.26
_02129_,5.26
_02172_,5.26
_02328_,5.26
_02416_,5.26
_02636_,5.26
_03102_,5.26
_03405_,5.26
_03424_,5.26
_03520_,5.26
_03669_,5.26
_03929_,5.26
_04382_,5.26
_04632_,5.26
_04661_,5.26
_04691_,5.26
_05237_,5.26
_05295_,5.26
_05449_,5.26
_05531_,5.26
_05547_,5.26
_05750_,5.26
_06778_,5.26
_07211_,5.26
_07414_,5.26
_07418_,5.26
_07426_,5.26
_07571_,5.26
_07838_,5.26
_07932_,5.26
_08216_,5.26
_08435_,5.26
_08462_,5.26
_08482_,5.26
_08484_,5.26
_08487_,5.26
_09886_,5.26
_09917_,5.26
_10009_,5.26
_10371_,5.26
_10444_,5.26
_10762_,5.26
_11006_,5.26
_11097_,5.26
net604,5.26
net682,5.26
net700,5.26
net961,5.26
net1058,5.26
net1302,5.26
net1362,5.26
net1482,5.26
net1687,5.26
_11066_,5.255
_01045_,5.24
_02173_,5.24
_05250_,5.24
_05345_,5.24
_08044_,5.24
_10022_,5.24
_11928_,5.24
net926,5.225
_02681_,5.22
_02712_,5.22
_02846_,5.22
_02925_,5.22
_03401_,5.22
_03464_,5.22
_03490_,5.22
_03501_,5.22
_04161_,5.22
_04271_,5.22
_04308_,5.22
_04497_,5.22
_04629_,5.22
_04749_,5.22
_04830_,5.22
_04846_,5.22
_04910_,5.22
_05290_,5.22
_05421_,5.22
_05444_,5.22
_06079_,5.22
_07054_,5.22
_07526_,5.22
_07575_,5.22
_08639_,5.22
_08831_,5.22
_08904_,5.22
_08920_,5.22
_08981_,5.22
_09055_,5.22
_09904_,5.22
_10197_,5.22
_10396_,5.22
_10597_,5.22
_10954_,5.22
_11019_,5.22
_11020_,5.22
_11363_,5.22
_11686_,5.22
_11875_,5.22
_11975_,5.22
read_data[4],5.19
_01722_,5.185
_03525_,5.16
_05284_,5.16
_05878_,5.16
_07234_,5.16
net1435,5.16
net1550,5.16
_00236_,5.14
_00523_,5.14
_00785_,5.14
_01102_,5.14
_02174_,5.14
_02356_,5.14
_04837_,5.14
_06501_,5.14
_07741_,5.14
_08366_,5.14
_08485_,5.14
_10268_,5.14
_10625_,5.14
_10802_,5.14
net750,5.14
net861,5.14
_03380_,5.12
_06464_,5.12
_06886_,5.12
_08732_,5.12
_10496_,5.12
net1551,5.12
net1567,5.12
net1737,5.12
_00643_,5.1
_00858_,5.1
_07455_,5.1
_00259_,5.085
_01589_,5.085
_01738_,5.085
_05279_,5.085
busy,5.07
_01113_,5.06
_04084_,5.06
_04721_,5.06
_05144_,5.06
_05652_,5.06
_06331_,5.06
_08346_,5.06
_08769_,5.06
_11436_,5.06
_12035_,5.06
net597,5.06
net698,5.06
net793,5.06
net835,5.06
net919,5.06
net990,5.06
net996,5.06
net1030,5.06
net1038,5.06
net1096,5.06
net1113,5.06
net1197,5.06
net1315,5.06
net1323,5.06
net1333,5.06
net1369,5.06
net1394,5.06
net1395,5.06
net1406,5.06
net1416,5.06
net1426,5.06
net1442,5.06
net1476,5.06
net1484,5.06
net1492,5.06
net1500,5.06
net1503,5.06
net1511,5.06
net1596,5.06
net1623,5.06
net1676,5.06
net1701,5.06
net1710,5.06
_00010_,5.04
_00140_,5.04
_00254_,5.04
_00548_,5.04
_00577_,5.04
_00703_,5.04
_00826_,5.04
_00834_,5.04
_00939_,5.04
_01298_,5.04
_01339_,5.04
_01372_,5.04
_01394_,5.04
_01450_,5.04
_01559_,5.04
_01572_,5.04
_01890_,5.04
_01912_,5.04
_02146_,5.04
_02159_,5.04
_02170_,5.04
_02386_,5.04
_07018_,5.04
_09653_,5.04
net602,5.04
net624,5.04
net677,5.04
net1115,5.04
net1729,5.04
_01230_,5.025
_06612_,5.025
_00334_,5.02
_00677_,5.02
_02214_,5.02
_02319_,5.02
_03012_,5.02
_04535_,5.02
_05672_,5.02
_09737_,5.02
_09769_,5.02
_09988_,5.02
_10508_,5.02
_11365_,5.02
_11366_,5.02
_11827_,5.02
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.multiplier\[31\],5.02
_00003_,5
_00251_,5
_00486_,5
_00881_,5
_01063_,5
_01067_,5
_01109_,5
_01388_,5
_01663_,5
_02027_,5
_02070_,5
_04151_,5
_05980_,5
_07163_,5
_10705_,5
_11553_,5
_09367_,4.975
_06240_,4.965
load_data[25],4.95
load_twiddle[11],4.95
read_addr[0],4.95
_00248_,4.94
_01411_,4.94
_01798_,4.94
_02116_,4.94
_02333_,4.94
_02560_,4.94
_02852_,4.94
_02890_,4.94
_03550_,4.94
_04314_,4.94
_04376_,4.94
_04428_,4.94
_04448_,4.94
_05318_,4.94
_05789_,4.94
_06182_,4.94
_06489_,4.94
_06527_,4.94
_07065_,4.94
_07103_,4.94
_07644_,4.94
_07870_,4.94
_08147_,4.94
_09568_,4.94
_09645_,4.94
_10013_,4.94
_10392_,4.94
_10411_,4.94
_10509_,4.94
_10899_,4.94
_10908_,4.94
_11307_,4.94
_11311_,4.94
_11333_,4.94
stage8_inst.out4\[9\],4.94
net684,4.94
net775,4.94
net1037,4.94
_00088_,4.92
_00201_,4.92
_00268_,4.92
_00333_,4.92
_00559_,4.92
_00667_,4.92
_00822_,4.92
_00861_,4.92
_00941_,4.92
_00948_,4.92
_00975_,4.92
_01025_,4.92
_01143_,4.92
_01167_,4.92
_01252_,4.92
_01338_,4.92
_01366_,4.92
_01509_,4.92
_01591_,4.92
_01610_,4.92
_02023_,4.92
_02132_,4.92
_02257_,4.92
_02743_,4.92
_03034_,4.92
_03107_,4.92
_04360_,4.92
_04461_,4.92
_04635_,4.92
_04645_,4.92
_04688_,4.92
_04848_,4.92
_04971_,4.92
_05251_,4.92
_05317_,4.92
_05738_,4.92
_06122_,4.92
_06774_,4.92
_06829_,4.92
_07012_,4.92
_07514_,4.92
_07973_,4.92
_07989_,4.92
_08026_,4.92
_08064_,4.92
_08270_,4.92
_08385_,4.92
_08517_,4.92
_08727_,4.92
_08984_,4.92
_09079_,4.92
_09678_,4.92
_10437_,4.92
_10514_,4.92
_10530_,4.92
_10560_,4.92
_10566_,4.92
_11077_,4.92
_11130_,4.92
_11133_,4.92
_11240_,4.92
_11299_,4.92
_11327_,4.92
_11471_,4.92
_11490_,4.92
_11783_,4.92
_11873_,4.92
stage8_inst.out0\[18\],4.92
stage8_inst.out0\[24\],4.92
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.multiplier\[30\],4.92
net544,4.92
net558,4.92
net638,4.92
net702,4.92
net781,4.92
net1044,4.92
net1212,4.92
net1499,4.92
net1641,4.92
_00127_,4.9
_01398_,4.9
_02161_,4.9
_03288_,4.9
_05455_,4.9
_06878_,4.9
_08164_,4.9
_09426_,4.9
_10998_,4.9
_11232_,4.9
net1127,4.9
_00218_,4.88
_00780_,4.88
_01918_,4.88
_02316_,4.88
_02469_,4.88
_02839_,4.88
_03031_,4.88
_03454_,4.88
_04656_,4.88
_05182_,4.88
_05372_,4.88
_05390_,4.88
_05425_,4.88
_05473_,4.88
_06524_,4.88
_06663_,4.88
_06665_,4.88
_06679_,4.88
_06991_,4.88
_07500_,4.88
_07548_,4.88
_07925_,4.88
_08047_,4.88
_08058_,4.88
_08076_,4.88
_08654_,4.88
_08691_,4.88
_08777_,4.88
_08784_,4.88
_08840_,4.88
_08872_,4.88
_08875_,4.88
_08927_,4.88
_09152_,4.88
_09790_,4.88
_09853_,4.88
_10181_,4.88
_10339_,4.88
_10345_,4.88
_10533_,4.88
_11028_,4.88
_11816_,4.88
_12021_,4.88
_12043_,4.88
stage8_inst.stage4_lower.stage2_pair0.butterfly_inst.mul_inst.phase\[1\],4.88
net1573,4.88
_02662_,4.87
_04582_,4.83
_02189_,4.82
_02455_,4.82
_03017_,4.82
_03767_,4.82
_04460_,4.82
_04769_,4.82
_05179_,4.82
_05248_,4.82
_05346_,4.82
_06402_,4.82
_06608_,4.82
_06936_,4.82
_07521_,4.82
_07929_,4.82
_08068_,4.82
_08219_,4.82
_08824_,4.82
_08890_,4.82
_08930_,4.82
_10296_,4.82
_10996_,4.82
_11025_,4.82
_11789_,4.82
_11824_,4.82
_12041_,4.82
_00036_,4.8
_00176_,4.8
_00633_,4.8
_01549_,4.8
_02331_,4.8
_02796_,4.8
_02874_,4.8
_03048_,4.8
_03067_,4.8
_03326_,4.8
_03416_,4.8
_03465_,4.8
_03541_,4.8
_03757_,4.8
_04191_,4.8
_04204_,4.8
_04309_,4.8
_04500_,4.8
_04536_,4.8
_04623_,4.8
_04828_,4.8
_04996_,4.8
_05073_,4.8
_05242_,4.8
_05327_,4.8
_05617_,4.8
_06126_,4.8
_06516_,4.8
_06703_,4.8
_07438_,4.8
_07552_,4.8
_07562_,4.8
_07590_,4.8
_07615_,4.8
_08128_,4.8
_08292_,4.8
_08378_,4.8
_08391_,4.8
_08407_,4.8
_08709_,4.8
_08762_,4.8
_08828_,4.8
_08983_,4.8
_09193_,4.8
_09299_,4.8
_09493_,4.8
_09895_,4.8
_10027_,4.8
_10073_,4.8
_10097_,4.8
_10483_,4.8
_10582_,4.8
_10688_,4.8
_10728_,4.8
_10862_,4.8
_10866_,4.8
_10874_,4.8
_10913_,4.8
_10941_,4.8
_11732_,4.8
_11775_,4.8
_11819_,4.8
net693,4.8
net795,4.8
net823,4.8
net866,4.8
net932,4.8
net1071,4.8
net1130,4.8
net1270,4.8
_00552_,4.78
_00862_,4.78
_04346_,4.78
_05266_,4.78
_07650_,4.78
_00884_,4.765
_01557_,4.765
_02052_,4.765
_00627_,4.76
_01015_,4.76
_01086_,4.76
_01937_,4.76
_02624_,4.76
_02841_,4.76
_02981_,4.76
_03463_,4.76
_04340_,4.76
_04502_,4.76
_04682_,4.76
_04698_,4.76
_05394_,4.76
_05702_,4.76
_06168_,4.76
_06593_,4.76
_06928_,4.76
_06981_,4.76
_06996_,4.76
_07557_,4.76
_07561_,4.76
_08121_,4.76
_08129_,4.76
_08550_,4.76
_08571_,4.76
_08825_,4.76
_08881_,4.76
_08887_,4.76
_08925_,4.76
_09872_,4.76
_10076_,4.76
_10672_,4.76
_11527_,4.76
_00567_,4.725
_03666_,4.7
_05335_,4.7
_05762_,4.7
_06603_,4.7
_07936_,4.7
_08237_,4.7
_08262_,4.7
_08442_,4.7
_08760_,4.7
_08763_,4.7
_09506_,4.7
_09830_,4.7
_10036_,4.7
_11179_,4.7
_11743_,4.7
net505,4.7
net1112,4.7
net1179,4.7
net1308,4.7
net1378,4.7
net1630,4.7
net1657,4.7
_11855_,4.69
_00227_,4.68
_00346_,4.68
_00538_,4.68
_01044_,4.68
_01272_,4.68
_03476_,4.68
_04916_,4.68
_05069_,4.68
_05977_,4.68
_06674_,4.68
_06916_,4.68
_06975_,4.68
_07939_,4.68
_08170_,4.68
_08730_,4.68
_09671_,4.68
_09802_,4.68
_10123_,4.68
stage8_inst.out3\[11\],4.68
net140,4.68
net780,4.68
net1057,4.68
net1707,4.68
_04438_,4.66
_06584_,4.66
_08309_,4.66
_08376_,4.66
_08440_,4.66
_08526_,4.66
_08734_,4.66
_08738_,4.66
_04397_,4.65
_00713_,4.625
_05468_,4.625
_10251_,4.61
load_data[4],4.61
_01407_,4.605
_00701_,4.6
_00774_,4.6
_01225_,4.6
_01362_,4.6
_04281_,4.6
_05537_,4.6
_05654_,4.6
_07629_,4.6
_08338_,4.6
_08379_,4.6
_08535_,4.6
_08743_,4.6
_08748_,4.6
_09724_,4.6
_11944_,4.6
net580,4.6
net690,4.6
net726,4.6
net767,4.6
net1014,4.6
net1169,4.6
net1304,4.6
net1546,4.6
_09813_,4.59
_00092_,4.58
_00177_,4.58
_00182_,4.58
_00206_,4.58
_00355_,4.58
_00374_,4.58
_00406_,4.58
_00444_,4.58
_00471_,4.58
_00589_,4.58
_00787_,4.58
_00807_,4.58
_01083_,4.58
_01171_,4.58
_01249_,4.58
_01281_,4.58
_01282_,4.58
_01283_,4.58
_01318_,4.58
_01381_,4.58
_01427_,4.58
_01598_,4.58
_01601_,4.58
_01602_,4.58
_01668_,4.58
_01673_,4.58
_01692_,4.58
_01785_,4.58
_01889_,4.58
_02046_,4.58
_02135_,4.58
_02138_,4.58
_02141_,4.58
_02186_,4.58
_03303_,4.58
_03499_,4.58
_04326_,4.58
_05505_,4.58
_06966_,4.58
_10787_,4.58
_11132_,4.58
net478,4.58
net501,4.58
net511,4.58
net538,4.58
net540,4.58
net666,4.58
net973,4.58
net1501,4.58
net1714,4.58
_00336_,4.56
_00337_,4.56
_00424_,4.56
_01467_,4.56
_01657_,4.56
_02477_,4.56
_03573_,4.56
_04047_,4.56
_04293_,4.56
_05673_,4.56
_05777_,4.56
_07057_,4.56
_08193_,4.56
_10037_,4.56
_11095_,4.56
stage8_inst.stage4_upper.stage2_pair0.butterfly_inst.mul_inst.multiplier\[19\],4.56
net714,4.56
net1404,4.56
_06316_,4.555
_00184_,4.54
_00526_,4.54
_00585_,4.54
_00750_,4.54
_00927_,4.54
_01379_,4.54
_01553_,4.54
_01824_,4.54
_01864_,4.54
_01982_,4.54
_02078_,4.54
_02080_,4.54
_02094_,4.54
_02099_,4.54
_02175_,4.54
_02230_,4.54
_09820_,4.54
net524,4.54
_10930_,4.495
_10006_,4.49
_00151_,4.48
_00632_,4.48
_00688_,4.48
_01141_,4.48
_01361_,4.48
_01719_,4.48
_01809_,4.48
_02020_,4.48
_02118_,4.48
_02178_,4.48
_02269_,4.48
_02399_,4.48
_02788_,4.48
_03005_,4.48
_03033_,4.48
_03967_,4.48
_04272_,4.48
_04822_,4.48
_05124_,4.48
_05125_,4.48
_05190_,4.48
_05316_,4.48
_05605_,4.48
_06322_,4.48
_06472_,4.48
_06807_,4.48
_07165_,4.48
_07196_,4.48
_07611_,4.48
_09481_,4.48
_09982_,4.48
_10208_,4.48
_10397_,4.48
_10555_,4.48
_10602_,4.48
_11110_,4.48
_11219_,4.48
_11292_,4.48
net583,4.48
net894,4.48
_00009_,4.46
_00150_,4.46
_00187_,4.46
_00214_,4.46
_00307_,4.46
_00310_,4.46
_00371_,4.46
_00376_,4.46
_00452_,4.46
_00470_,4.46
_00505_,4.46
_00508_,4.46
_00631_,4.46
_00676_,4.46
_00685_,4.46
_00719_,4.46
_00848_,4.46
_00871_,4.46
_01001_,4.46
