net,length_um
_16069_,3.9
_17333_,3.9
_17515_,3.9
_17594_,3.9
_18049_,3.9
_18661_,3.9
_21722_,3.9
_21975_,3.9
_22901_,3.9
_23114_,3.9
_23329_,3.9
_23642_,3.9
_24867_,3.9
_25029_,3.9
_25335_,3.9
_26319_,3.9
_27581_,3.9
_27834_,3.9
_28045_,3.9
_29905_,3.9
_30148_,3.9
_30948_,3.9
_32710_,3.9
_33620_,3.9
_34629_,3.9
_34713_,3.9
_35590_,3.9
_36077_,3.9
_36663_,3.9
_40383_,3.9
_40537_,3.9
_40785_,3.9
_41229_,3.9
_41597_,3.9
_42305_,3.9
net241,3.9
net386,3.9
_00002_,3.88
_00228_,3.88
_00439_,3.88
_00551_,3.88
_00689_,3.88
_00877_,3.88
_00946_,3.88
_01253_,3.88
_01471_,3.88
_01513_,3.88
_01582_,3.88
_01727_,3.88
_01866_,3.88
_01911_,3.88
_02008_,3.88
_02082_,3.88
_02193_,3.88
_02676_,3.88
_02694_,3.88
_03364_,3.88
_03461_,3.88
_03494_,3.88
_03533_,3.88
_03561_,3.88
_03605_,3.88
_03830_,3.88
_04148_,3.88
_04361_,3.88
_04564_,3.88
_04664_,3.88
_05497_,3.88
_05571_,3.88
_05769_,3.88
_06233_,3.88
_06602_,3.88
_06982_,3.88
_07146_,3.88
_08296_,3.88
_08399_,3.88
_08575_,3.88
_08686_,3.88
_08774_,3.88
_08951_,3.88
_09145_,3.88
_09239_,3.88
_09539_,3.88
_09608_,3.88
_09642_,3.88
_09718_,3.88
_09746_,3.88
_10089_,3.88
_10253_,3.88
_11163_,3.88
_11262_,3.88
_11447_,3.88
_12071_,3.88
_12213_,3.88
_12345_,3.88
_12453_,3.88
_12613_,3.88
_12670_,3.88
_13097_,3.88
_13169_,3.88
_13426_,3.88
_13602_,3.88
_13899_,3.88
_14163_,3.88
_14244_,3.88
_14250_,3.88
_14512_,3.88
_14737_,3.88
_14809_,3.88
_15136_,3.88
_15167_,3.88
_15849_,3.88
_16205_,3.88
_16482_,3.88
_16664_,3.88
_16950_,3.88
_17016_,3.88
_17118_,3.88
_17176_,3.88
_17494_,3.88
_17616_,3.88
_17951_,3.88
_18177_,3.88
_18217_,3.88
_18483_,3.88
_18516_,3.88
_18636_,3.88
_19645_,3.88
_19800_,3.88
_19845_,3.88
_20127_,3.88
_20184_,3.88
_20191_,3.88
_20293_,3.88
_20659_,3.88
_21013_,3.88
_21028_,3.88
_21083_,3.88
_21290_,3.88
_21534_,3.88
_21782_,3.88
_22057_,3.88
_22208_,3.88
_22652_,3.88
_22836_,3.88
_23383_,3.88
_23544_,3.88
_23555_,3.88
_23701_,3.88
_23997_,3.88
_24041_,3.88
_24088_,3.88
_24108_,3.88
_24218_,3.88
_24314_,3.88
_24468_,3.88
_24784_,3.88
_24913_,3.88
_25257_,3.88
_26558_,3.88
_26701_,3.88
_26820_,3.88
_26936_,3.88
_27269_,3.88
_27389_,3.88
_27788_,3.88
_27931_,3.88
_28163_,3.88
_28312_,3.88
_28343_,3.88
_28545_,3.88
_28754_,3.88
_28845_,3.88
_28868_,3.88
_29048_,3.88
_29403_,3.88
_29866_,3.88
_30428_,3.88
_30563_,3.88
_30572_,3.88
_30673_,3.88
_31501_,3.88
_31614_,3.88
_31994_,3.88
_32035_,3.88
_32322_,3.88
_32885_,3.88
_33050_,3.88
_33167_,3.88
_33494_,3.88
_33828_,3.88
_33908_,3.88
_33917_,3.88
_34137_,3.88
_34327_,3.88
_34487_,3.88
_34830_,3.88
_35084_,3.88
_35193_,3.88
_35233_,3.88
_35408_,3.88
_35518_,3.88
_36029_,3.88
_36335_,3.88
_36347_,3.88
_37020_,3.88
_37458_,3.88
_37758_,3.88
_38930_,3.88
_40588_,3.88
_40692_,3.88
_40704_,3.88
_41198_,3.88
_41459_,3.88
_42323_,3.88
_42544_,3.88
net242,3.88
_10970_,3.875
_17308_,3.875
_40737_,3.875
_02561_,3.86
_02855_,3.86
_09683_,3.86
_13163_,3.86
_17255_,3.86
_26422_,3.86
_34363_,3.86
_36653_,3.86
_37901_,3.86
_05704_,3.84
_12599_,3.84
_18383_,3.84
_24940_,3.84
_35430_,3.84
_40501_,3.84
_09995_,3.815
_13239_,3.81
_36468_,3.79
_05016_,3.78
_07786_,3.78
_09181_,3.78
_11067_,3.78
_11074_,3.78
_11162_,3.78
_11674_,3.78
_13607_,3.78
_13984_,3.78
_14984_,3.78
_18012_,3.78
_22049_,3.78
_22181_,3.78
_24715_,3.78
_24778_,3.78
_24801_,3.78
_25382_,3.78
_27554_,3.78
_31997_,3.78
_33965_,3.78
_35756_,3.78
_40829_,3.78
_41791_,3.78
_29226_,3.77
_00034_,3.76
_00097_,3.76
_00179_,3.76
_00285_,3.76
_01690_,3.76
_03402_,3.76
_05702_,3.76
_08636_,3.76
_09031_,3.76
_10790_,3.76
_11640_,3.76
_12509_,3.76
_13918_,3.76
_14051_,3.76
_14935_,3.76
_16191_,3.76
_19159_,3.76
_20383_,3.76
_20813_,3.76
_23828_,3.76
_24115_,3.76
_24890_,3.76
_25127_,3.76
_26004_,3.76
_26047_,3.76
_26416_,3.76
_27373_,3.76
_28375_,3.76
_28781_,3.76
_29715_,3.76
_30193_,3.76
_32134_,3.76
_39616_,3.76
_39686_,3.76
_15992_,3.755
_13184_,3.74
_16112_,3.74
_16825_,3.74
_21564_,3.74
_14208_,3.7
_01550_,3.68
_01714_,3.68
_02372_,3.68
_03464_,3.68
_03682_,3.68
_05171_,3.68
_07324_,3.68
_07744_,3.68
_08548_,3.68
_09717_,3.68
_12924_,3.68
_13035_,3.68
_14116_,3.68
_14225_,3.68
_14520_,3.68
_14810_,3.68
_15362_,3.68
_15514_,3.68
_15542_,3.68
_15875_,3.68
_16392_,3.68
_19279_,3.68
_21835_,3.68
_22014_,3.68
_23187_,3.68
_23363_,3.68
_24148_,3.68
_24219_,3.68
_24899_,3.68
_25192_,3.68
_25339_,3.68
_28023_,3.68
_29361_,3.68
_30098_,3.68
_30413_,3.68
_30648_,3.68
_30921_,3.68
_31392_,3.68
_31884_,3.68
_32266_,3.68
_32434_,3.68
_33339_,3.68
_35077_,3.68
_35712_,3.68
_36396_,3.68
_36550_,3.68
_37521_,3.68
_37822_,3.68
_37829_,3.68
_41772_,3.68
_10914_,3.67
_25069_,3.67
_00091_,3.66
_00096_,3.66
_00140_,3.66
_00211_,3.66
_01104_,3.66
_01248_,3.66
_02862_,3.66
_03355_,3.66
_03641_,3.66
_04258_,3.66
_04306_,3.66
_05707_,3.66
_06316_,3.66
_08938_,3.66
_09264_,3.66
_09867_,3.66
_10306_,3.66
_10769_,3.66
_11259_,3.66
_16449_,3.66
_16877_,3.66
_17109_,3.66
_17993_,3.66
_21541_,3.66
_23224_,3.66
_24581_,3.66
_27501_,3.66
_28119_,3.66
_28350_,3.66
_29137_,3.66
_29965_,3.66
_30935_,3.66
_31500_,3.66
_34853_,3.66
_42373_,3.66
_03326_,3.64
_08037_,3.64
_08683_,3.64
_08743_,3.64
_12756_,3.64
_13890_,3.64
_19211_,3.64
_19605_,3.64
_20158_,3.64
_21695_,3.64
_22873_,3.64
_22926_,3.64
_23337_,3.64
_24924_,3.64
_27626_,3.64
_28098_,3.64
_33425_,3.64
_36026_,3.64
_37893_,3.64
_38389_,3.64
_39960_,3.64
_39205_,3.635
_20005_,3.625
_13634_,3.62
_28234_,3.61
_41103_,3.605
_08048_,3.57
_20900_,3.57
_30705_,3.57
_40086_,3.57
_24949_,3.565
_00029_,3.56
_00141_,3.56
_01264_,3.56
_01628_,3.56
_02088_,3.56
_03664_,3.56
_05388_,3.56
_06100_,3.56
_06789_,3.56
_07965_,3.56
_10583_,3.56
_11121_,3.56
_11486_,3.56
_12144_,3.56
_12864_,3.56
_13475_,3.56
_13584_,3.56
_13795_,3.56
_14170_,3.56
_14202_,3.56
_18427_,3.56
_18719_,3.56
_19623_,3.56
_20073_,3.56
_20342_,3.56
_20562_,3.56
_20792_,3.56
_21106_,3.56
_21503_,3.56
_21771_,3.56
_22826_,3.56
_23540_,3.56
_23621_,3.56
_23871_,3.56
_24059_,3.56
_24104_,3.56
_24183_,3.56
_24213_,3.56
_24251_,3.56
_24424_,3.56
_24518_,3.56
_25186_,3.56
_27378_,3.56
_27570_,3.56
_27842_,3.56
_28131_,3.56
_29982_,3.56
_30354_,3.56
_32317_,3.56
_32763_,3.56
_32995_,3.56
_33713_,3.56
_34095_,3.56
_34171_,3.56
_34330_,3.56
_34565_,3.56
_35441_,3.56
_35781_,3.56
_35803_,3.56
_36239_,3.56
_36564_,3.56
_36594_,3.56
_37430_,3.56
_37513_,3.56
_38067_,3.56
_38363_,3.56
_38615_,3.56
_38623_,3.56
_39465_,3.56
_39501_,3.56
_42478_,3.56
_26462_,3.555
_04813_,3.545
_05566_,3.545
_36053_,3.545
_00080_,3.54
_00299_,3.54
_00386_,3.54
_02031_,3.54
_02094_,3.54
_02477_,3.54
_02535_,3.54
_02780_,3.54
_03066_,3.54
_03328_,3.54
_03424_,3.54
_03552_,3.54
_03929_,3.54
_03955_,3.54
_04113_,3.54
_04255_,3.54
_04264_,3.54
_04291_,3.54
_04641_,3.54
_04967_,3.54
_05059_,3.54
_05083_,3.54
_05184_,3.54
_05855_,3.54
_06305_,3.54
_06791_,3.54
_07049_,3.54
_07147_,3.54
_08212_,3.54
_08397_,3.54
_08714_,3.54
_09038_,3.54
_09082_,3.54
_09588_,3.54
_11359_,3.54
_12508_,3.54
_12835_,3.54
_13891_,3.54
_13905_,3.54
_14027_,3.54
_14044_,3.54
_14075_,3.54
_14095_,3.54
_14121_,3.54
_14337_,3.54
_14381_,3.54
_14771_,3.54
_15020_,3.54
_15025_,3.54
_15056_,3.54
_15556_,3.54
_15591_,3.54
_15709_,3.54
_16049_,3.54
_16180_,3.54
_16185_,3.54
_16274_,3.54
_16366_,3.54
_16404_,3.54
_16553_,3.54
_16566_,3.54
_16874_,3.54
_16906_,3.54
_17699_,3.54
_17855_,3.54
_18039_,3.54
_18640_,3.54
_18830_,3.54
_18966_,3.54
_19061_,3.54
_19078_,3.54
_19528_,3.54
_19692_,3.54
_19969_,3.54
_19981_,3.54
_20105_,3.54
_20358_,3.54
_20405_,3.54
_20528_,3.54
_20563_,3.54
_21057_,3.54
_21957_,3.54
_22182_,3.54
_22304_,3.54
_22955_,3.54
_23189_,3.54
_23778_,3.54
_24086_,3.54
_24190_,3.54
_24195_,3.54
_24237_,3.54
_24731_,3.54
_24771_,3.54
_24820_,3.54
_25099_,3.54
_25155_,3.54
_25178_,3.54
_25273_,3.54
_25803_,3.54
_26381_,3.54
_26927_,3.54
_27259_,3.54
_27898_,3.54
_28372_,3.54
_28465_,3.54
_28484_,3.54
_28576_,3.54
_29104_,3.54
_29194_,3.54
_29797_,3.54
_29903_,3.54
_29932_,3.54
_30140_,3.54
_30550_,3.54
_31915_,3.54
_32136_,3.54
_32205_,3.54
_32840_,3.54
_32982_,3.54
_33070_,3.54
_33164_,3.54
_33482_,3.54
_33818_,3.54
_34157_,3.54
_34331_,3.54
_34907_,3.54
_34916_,3.54
_34939_,3.54
_35039_,3.54
_35204_,3.54
_35390_,3.54
_35435_,3.54
_35460_,3.54
_35469_,3.54
_35499_,3.54
_35744_,3.54
_35760_,3.54
_35879_,3.54
_36240_,3.54
_36242_,3.54
_36538_,3.54
_36565_,3.54
_37477_,3.54
_37514_,3.54
_37744_,3.54
_37921_,3.54
_37993_,3.54
_38011_,3.54
_38071_,3.54
_38151_,3.54
_38162_,3.54
_38207_,3.54
_38339_,3.54
_38372_,3.54
_38635_,3.54
_38814_,3.54
_39088_,3.54
_39296_,3.54
_39560_,3.54
_41148_,3.54
_41277_,3.54
_41935_,3.54
_42429_,3.54
_42462_,3.54
net347,3.54
net393,3.54
_04635_,3.52
_13436_,3.52
_15696_,3.52
_18698_,3.52
_21858_,3.52
_22000_,3.52
_24222_,3.52
_24888_,3.52
_25618_,3.52
_25650_,3.52
_26232_,3.52
_26941_,3.52
_27072_,3.52
_27709_,3.52
_28829_,3.52
_30116_,3.52
_34843_,3.52
_02625_,3.51
_09087_,3.51
_40919_,3.51
_16446_,3.5
_25643_,3.5
_29942_,3.49
_06525_,3.47
_14530_,3.47
_02677_,3.44
_04890_,3.44
_05498_,3.44
_05779_,3.44
_05919_,3.44
_06169_,3.44
_08177_,3.44
_09653_,3.44
_11506_,3.44
_12824_,3.44
_13665_,3.44
_13697_,3.44
_14054_,3.44
_14471_,3.44
_14843_,3.44
_14985_,3.44
_15947_,3.44
_17524_,3.44
_19373_,3.44
_19677_,3.44
_20577_,3.44
_22096_,3.44
_22889_,3.44
_23485_,3.44
_23774_,3.44
_24065_,3.44
_24176_,3.44
_25225_,3.44
_25377_,3.44
_25976_,3.44
_28847_,3.44
_29857_,3.44
_32353_,3.44
_32438_,3.44
_34654_,3.44
_34848_,3.44
_36080_,3.44
_36100_,3.44
_40181_,3.44
_40217_,3.44
_42150_,3.44
net405,3.44
_01376_,3.42
_01720_,3.42
_02571_,3.42
_03080_,3.42
_03088_,3.42
_03113_,3.42
_03246_,3.42
_03753_,3.42
_04120_,3.42
_04559_,3.42
_04817_,3.42
_04827_,3.42
_04831_,3.42
_04897_,3.42
_05009_,3.42
_05058_,3.42
_05402_,3.42
_05931_,3.42
_06131_,3.42
_06548_,3.42
_06916_,3.42
_07012_,3.42
_07560_,3.42
_07969_,3.42
_08046_,3.42
_08230_,3.42
_08547_,3.42
_08569_,3.42
_08859_,3.42
_08909_,3.42
_09071_,3.42
_09402_,3.42
_09542_,3.42
_09570_,3.42
_09931_,3.42
_10214_,3.42
_10683_,3.42
_10726_,3.42
_10797_,3.42
_10941_,3.42
_11231_,3.42
_11316_,3.42
_11551_,3.42
_11986_,3.42
_11988_,3.42
_12564_,3.42
_12673_,3.42
_12897_,3.42
_13130_,3.42
_13547_,3.42
_13621_,3.42
_13632_,3.42
_13684_,3.42
_14130_,3.42
_14459_,3.42
_14668_,3.42
_15270_,3.42
_15496_,3.42
_15519_,3.42
_15638_,3.42
_15956_,3.42
_16184_,3.42
_16494_,3.42
_16564_,3.42
_16689_,3.42
_16735_,3.42
_16750_,3.42
_16768_,3.42
_17091_,3.42
_17563_,3.42
_17678_,3.42
_17987_,3.42
_18218_,3.42
_19021_,3.42
_19844_,3.42
_20065_,3.42
_20832_,3.42
_20844_,3.42
_21029_,3.42
_21450_,3.42
_21497_,3.42
_21720_,3.42
_21955_,3.42
_22067_,3.42
_22300_,3.42
_22373_,3.42
_22588_,3.42
_23049_,3.42
_23057_,3.42
_23135_,3.42
_23249_,3.42
_23746_,3.42
_23806_,3.42
_23991_,3.42
_24047_,3.42
_24127_,3.42
_24217_,3.42
_24225_,3.42
_24235_,3.42
_24570_,3.42
_24593_,3.42
_24775_,3.42
_24872_,3.42
_25111_,3.42
_25113_,3.42
_25292_,3.42
_25324_,3.42
_25341_,3.42
_25800_,3.42
_26309_,3.42
_26528_,3.42
_26962_,3.42
_27774_,3.42
_27830_,3.42
_27902_,3.42
_27903_,3.42
_28664_,3.42
_28701_,3.42
_29461_,3.42
_29469_,3.42
_29834_,3.42
_29996_,3.42
_30094_,3.42
_30313_,3.42
_30340_,3.42
_30385_,3.42
_30418_,3.42
_30448_,3.42
_31004_,3.42
_31696_,3.42
_31758_,3.42
_31762_,3.42
_32177_,3.42
_32325_,3.42
_32654_,3.42
_32768_,3.42
_33265_,3.42
_33350_,3.42
_33558_,3.42
_33755_,3.42
_34179_,3.42
_34271_,3.42
_34336_,3.42
_34429_,3.42
_34542_,3.42
_34786_,3.42
_34862_,3.42
_35299_,3.42
_35363_,3.42
_35607_,3.42
_36060_,3.42
_36078_,3.42
_36082_,3.42
_36621_,3.42
_36659_,3.42
_37249_,3.42
_37452_,3.42
_37788_,3.42
_37950_,3.42
_38027_,3.42
_38064_,3.42
_38341_,3.42
_38539_,3.42
_38572_,3.42
_38647_,3.42
_39264_,3.42
_39437_,3.42
_39584_,3.42
_39601_,3.42
_39971_,3.42
_39975_,3.42
_40025_,3.42
_40265_,3.42
_40507_,3.42
_40518_,3.42
_40534_,3.42
_40608_,3.42
_40804_,3.42
_40856_,3.42
_40868_,3.42
_41097_,3.42
_41118_,3.42
_41145_,3.42
_41324_,3.42
_41524_,3.42
_41606_,3.42
_42363_,3.42
_42415_,3.42
_42515_,3.42
net388,3.42
net412,3.42
net441,3.42
_08464_,3.4
_09555_,3.4
_40460_,3.38
_32472_,3.37
_36455_,3.37
_14242_,3.35
_20140_,3.35
_32240_,3.35
_36349_,3.33
_03440_,3.32
_03469_,3.32
_03488_,3.32
_04191_,3.32
_04700_,3.32
_04816_,3.32
_08083_,3.32
_13462_,3.32
_15438_,3.32
_16190_,3.32
_18050_,3.32
_26783_,3.32
_29305_,3.32
_30114_,3.32
_30131_,3.32
_38876_,3.32
_41553_,3.32
_14385_,3.315
_24463_,3.31
_00083_,3.3
_01474_,3.3
_06478_,3.3
_11916_,3.3
_12258_,3.3
_14142_,3.3
_15854_,3.3
_18311_,3.3
_18706_,3.3
_19176_,3.3
_19191_,3.3
_19727_,3.3
_20869_,3.3
_21635_,3.3
_23240_,3.3
_23654_,3.3
_24210_,3.3
_25413_,3.3
_25566_,3.3
_30167_,3.3
_31563_,3.3
_32377_,3.3
_32843_,3.3
_33430_,3.3
_34772_,3.3
_35032_,3.3
_35536_,3.3
_35750_,3.3
_36466_,3.3
_36552_,3.3
_32552_,3.27
_00092_,3.245
_02405_,3.24
_00174_,3.225
_00547_,3.22
_00907_,3.22
_02603_,3.22
_05966_,3.22
_06518_,3.22
_07533_,3.22
_08500_,3.22
_10802_,3.22
_12809_,3.22
_12875_,3.22
_13003_,3.22
_13037_,3.22
_13437_,3.22
_13539_,3.22
_13550_,3.22
_13579_,3.22
_13652_,3.22
_13978_,3.22
_14164_,3.22
_14570_,3.22
_15218_,3.22
_15788_,3.22
_16295_,3.22
_16964_,3.22
_17829_,3.22
_17940_,3.22
_19784_,3.22
_19818_,3.22
_20334_,3.22
_21024_,3.22
_23429_,3.22
_23866_,3.22
_25040_,3.22
_25344_,3.22
_25358_,3.22
_25389_,3.22
_26642_,3.22
_27608_,3.22
_34175_,3.22
_36073_,3.22
_36333_,3.22
_36429_,3.22
_37416_,3.22
_39838_,3.22
_40841_,3.22
_41409_,3.22
net343,3.22
_00165_,3.2
_00331_,3.2
_00608_,3.2
_00908_,3.2
_01871_,3.2
_04111_,3.2
_08630_,3.2
_10991_,3.2
_12890_,3.2
_12992_,3.2
_13805_,3.2
_13884_,3.2
_14931_,3.2
_15050_,3.2
_15633_,3.2
_16955_,3.2
_17582_,3.2
_17861_,3.2
_18245_,3.2
_18371_,3.2
_19209_,3.2
_21030_,3.2
_24201_,3.2
_24439_,3.2
_25211_,3.2
_26306_,3.2
_27847_,3.2
_28168_,3.2
_28429_,3.2
_29006_,3.2
_29545_,3.2
_30172_,3.2
_30686_,3.2
_32143_,3.2
_32584_,3.2
_40177_,3.2
_40185_,3.2
_41264_,3.2
_41800_,3.2
_00209_,3.18
_00500_,3.18
_01615_,3.18
_02266_,3.18
_02516_,3.18
_03760_,3.18
_05025_,3.18
_07973_,3.18
_11408_,3.18
_15785_,3.18
_23315_,3.18
_27525_,3.18
_28637_,3.18
_30321_,3.18
_35955_,3.18
_37603_,3.18
_39671_,3.18
_41803_,3.18
_36485_,3.15
_00073_,3.1
_00135_,3.1
_00183_,3.1
_00198_,3.1
_00214_,3.1
_00262_,3.1
_00294_,3.1
_00376_,3.1
_00478_,3.1
_02871_,3.1
_03669_,3.1
_04171_,3.1
_04426_,3.1
_04769_,3.1
_04980_,3.1
_05067_,3.1
_05670_,3.1
_06147_,3.1
_06976_,3.1
_07141_,3.1
_07279_,3.1
_07939_,3.1
_08179_,3.1
_08531_,3.1
_09351_,3.1
_09418_,3.1
_10318_,3.1
_10434_,3.1
_10483_,3.1
_10628_,3.1
_10632_,3.1
_11083_,3.1
_11307_,3.1
_11677_,3.1
_11807_,3.1
_11817_,3.1
_12233_,3.1
_12444_,3.1
_12471_,3.1
_12719_,3.1
_12984_,3.1
_13685_,3.1
_13975_,3.1
_14079_,3.1
_14086_,3.1
_14160_,3.1
_14631_,3.1
_14665_,3.1
_14929_,3.1
_14965_,3.1
_16132_,3.1
_16228_,3.1
_16704_,3.1
_16984_,3.1
_18020_,3.1
_18234_,3.1
_18285_,3.1
_18435_,3.1
_18635_,3.1
_19089_,3.1
_19118_,3.1
_19201_,3.1
_21961_,3.1
_22059_,3.1
_22523_,3.1
_23229_,3.1
_23639_,3.1
_23735_,3.1
_23940_,3.1
_24023_,3.1
_24142_,3.1
_24542_,3.1
_24645_,3.1
_24817_,3.1
_24857_,3.1
_25047_,3.1
_25269_,3.1
_25350_,3.1
_25373_,3.1
_25402_,3.1
_27089_,3.1
_27217_,3.1
_27436_,3.1
_27796_,3.1
_28463_,3.1
_28653_,3.1
_29047_,3.1
_29295_,3.1
_29443_,3.1
_29483_,3.1
_29673_,3.1
_29702_,3.1
_29833_,3.1
_29896_,3.1
_29979_,3.1
_30010_,3.1
_30298_,3.1
_30389_,3.1
_30588_,3.1
_30625_,3.1
_31447_,3.1
_31481_,3.1
_31859_,3.1
_32168_,3.1
_32545_,3.1
_32909_,3.1
_34045_,3.1
_34177_,3.1
_34321_,3.1
_34558_,3.1
_34752_,3.1
_34947_,3.1
_35145_,3.1
_35302_,3.1
_35522_,3.1
_35537_,3.1
_36323_,3.1
_36338_,3.1
_36414_,3.1
_36559_,3.1
_36578_,3.1
_36982_,3.1
_37595_,3.1
_38102_,3.1
_38984_,3.1
_39050_,3.1
_40356_,3.1
_40378_,3.1
_40961_,3.1
_41153_,3.1
_41156_,3.1
_41908_,3.1
_41997_,3.1
_42107_,3.1
_42226_,3.1
_00132_,3.08
_00161_,3.08
_00162_,3.08
_00225_,3.08
_00288_,3.08
_00813_,3.08
_00983_,3.08
_01387_,3.08
_01638_,3.08
_02125_,3.08
_02544_,3.08
_02600_,3.08
_02626_,3.08
_02661_,3.08
_03123_,3.08
_03131_,3.08
_03538_,3.08
_03677_,3.08
_03819_,3.08
_03841_,3.08
_03845_,3.08
_03869_,3.08
_04192_,3.08
_04645_,3.08
_05505_,3.08
_05652_,3.08
_05791_,3.08
_06101_,3.08
_06544_,3.08
_06893_,3.08
_07190_,3.08
_07242_,3.08
_07449_,3.08
_07470_,3.08
_07752_,3.08
_08667_,3.08
_08815_,3.08
_08826_,3.08
_09016_,3.08
_09079_,3.08
_09950_,3.08
_10213_,3.08
_10382_,3.08
_10486_,3.08
_10971_,3.08
_11295_,3.08
_11331_,3.08
_11557_,3.08
_11646_,3.08
_11973_,3.08
_12527_,3.08
_12680_,3.08
_12690_,3.08
_12772_,3.08
_12968_,3.08
_13141_,3.08
_13340_,3.08
_13389_,3.08
_13642_,3.08
_13988_,3.08
_14003_,3.08
_14018_,3.08
_14067_,3.08
_14157_,3.08
_14168_,3.08
_14434_,3.08
_14785_,3.08
_14865_,3.08
_15202_,3.08
_15522_,3.08
_16011_,3.08
_16122_,3.08
_16143_,3.08
_16754_,3.08
_16938_,3.08
_17032_,3.08
_17299_,3.08
_17330_,3.08
_17437_,3.08
_17511_,3.08
_18221_,3.08
_18464_,3.08
_18543_,3.08
_19314_,3.08
_19455_,3.08
_19909_,3.08
_20212_,3.08
_20391_,3.08
_20589_,3.08
_20806_,3.08
_20847_,3.08
_21415_,3.08
_21459_,3.08
_21738_,3.08
_21789_,3.08
_21902_,3.08
_21962_,3.08
_22737_,3.08
_22911_,3.08
_23462_,3.08
_23576_,3.08
_23717_,3.08
_23859_,3.08
_23949_,3.08
_23956_,3.08
_23967_,3.08
_24318_,3.08
_24507_,3.08
_24783_,3.08
_24788_,3.08
_24822_,3.08
_24839_,3.08
_25007_,3.08
_25098_,3.08
_25212_,3.08
_25241_,3.08
_25270_,3.08
_25366_,3.08
_25919_,3.08
_25936_,3.08
_25941_,3.08
_26009_,3.08
_26270_,3.08
_26735_,3.08
_27153_,3.08
_27690_,3.08
_28018_,3.08
_28147_,3.08
_28263_,3.08
_28569_,3.08
_28768_,3.08
_28841_,3.08
_29166_,3.08
_29588_,3.08
_29675_,3.08
_29748_,3.08
_29929_,3.08
_30187_,3.08
_30692_,3.08
_31058_,3.08
_31168_,3.08
_31642_,3.08
_32187_,3.08
_32224_,3.08
_32590_,3.08
_32973_,3.08
_33395_,3.08
_33760_,3.08
_34482_,3.08
_34823_,3.08
_35089_,3.08
_35168_,3.08
_35557_,3.08
_35643_,3.08
_35854_,3.08
_35945_,3.08
_36009_,3.08
_36367_,3.08
_36384_,3.08
_36580_,3.08
_37687_,3.08
_38023_,3.08
_38641_,3.08
_38648_,3.08
_38862_,3.08
_39529_,3.08
_39882_,3.08
_39990_,3.08
_40011_,3.08
_40936_,3.08
_42075_,3.08
_42370_,3.08
net378,3.08
net445,3.08
_00552_,3.06
_07722_,3.06
_10588_,3.06
_15582_,3.06
_23674_,3.06
_28972_,3.06
_30251_,3.06
_33344_,3.06
_35093_,3.06
_40727_,3.06
_10549_,3.04
_36197_,3.03
_37136_,3.03
net244,3.01
_08502_,2.99
_01323_,2.98
_02085_,2.98
_03626_,2.98
_03899_,2.98
_04355_,2.98
_08474_,2.98
_08997_,2.98
_09305_,2.98
_10196_,2.98
_10409_,2.98
_10461_,2.98
_10497_,2.98
_14371_,2.98
_14670_,2.98
_14827_,2.98
_15445_,2.98
_16654_,2.98
_17383_,2.98
_17402_,2.98
_18030_,2.98
_18086_,2.98
_18229_,2.98
_20111_,2.98
_20677_,2.98
_23919_,2.98
_24111_,2.98
_24255_,2.98
_25228_,2.98
_25263_,2.98
_25649_,2.98
_27871_,2.98
_31619_,2.98
_35953_,2.98
_36066_,2.98
_36090_,2.98
_36432_,2.98
_39100_,2.98
_40363_,2.98
_40662_,2.98
_42296_,2.98
net221,2.98
net236,2.98
net390,2.98
_00153_,2.96
_00687_,2.96
_01289_,2.96
_01379_,2.96
_01414_,2.96
_01655_,2.96
_01852_,2.96
_02417_,2.96
_02587_,2.96
_02849_,2.96
_02866_,2.96
_03164_,2.96
_03455_,2.96
_03811_,2.96
_04447_,2.96
_04660_,2.96
_05092_,2.96
_05738_,2.96
_06274_,2.96
_06711_,2.96
_07839_,2.96
_07857_,2.96
_08444_,2.96
_08466_,2.96
_08639_,2.96
_09008_,2.96
_09359_,2.96
_09462_,2.96
_09654_,2.96
_09741_,2.96
_09751_,2.96
_09768_,2.96
_09823_,2.96
_10236_,2.96
_10436_,2.96
_10623_,2.96
_10895_,2.96
_11847_,2.96
_12325_,2.96
_13146_,2.96
_13325_,2.96
_13438_,2.96
_13465_,2.96
_13817_,2.96
_14232_,2.96
_14791_,2.96
_15442_,2.96
_15604_,2.96
_16311_,2.96
_16314_,2.96
_16584_,2.96
_16678_,2.96
_16720_,2.96
_17446_,2.96
_17750_,2.96
_17955_,2.96
_18175_,2.96
_18534_,2.96
_18996_,2.96
_19225_,2.96
_19586_,2.96
_19611_,2.96
_19743_,2.96
_19830_,2.96
_19952_,2.96
_20273_,2.96
_20571_,2.96
_20704_,2.96
_20753_,2.96
_20939_,2.96
_21548_,2.96
_21593_,2.96
_21624_,2.96
_21632_,2.96
_21656_,2.96
_21680_,2.96
_21706_,2.96
_21712_,2.96
_22258_,2.96
_22292_,2.96
_22599_,2.96
_22602_,2.96
_22635_,2.96
_22714_,2.96
_22786_,2.96
_23214_,2.96
_23512_,2.96
_23606_,2.96
_23915_,2.96
_24248_,2.96
_24285_,2.96
_24515_,2.96
_24930_,2.96
_25154_,2.96
_25754_,2.96
_25863_,2.96
_25892_,2.96
_26042_,2.96
_26151_,2.96
_26312_,2.96
_26313_,2.96
_27103_,2.96
_27240_,2.96
_27427_,2.96
