net,length_um
_27386_,32.46
_37705_,32.46
_25461_,32.44
_27698_,32.44
_30826_,32.44
_31003_,32.44
_31646_,32.44
_21781_,32.42
_27904_,32.42
_29999_,32.42
_36422_,32.42
_32733_,32.415
_18882_,32.4
_31113_,32.4
_37546_,32.4
_02739_,32.395
_00765_,32.38
_06319_,32.38
_36123_,32.38
_14995_,32.355
_14415_,32.34
_23464_,32.34
_34572_,32.34
_00993_,32.32
_14954_,32.32
_20805_,32.32
_36133_,32.32
_27042_,32.31
_02190_,32.3
_06123_,32.3
_15148_,32.3
_19425_,32.3
stage8_inst.in7\[1\],32.3
_11976_,32.28
_23723_,32.28
_37091_,32.28
_39667_,32.28
_14506_,32.26
_21056_,32.26
_26070_,32.26
_31025_,32.26
_33715_,32.26
_35548_,32.26
_36129_,32.26
_36166_,32.26
_39558_,32.26
_39637_,32.26
_21817_,32.24
_24282_,32.24
_35520_,32.24
_39218_,32.24
_39380_,32.24
_38401_,32.23
_06802_,32.22
_30581_,32.22
_02021_,32.2
_16616_,32.2
_19582_,32.2
_25312_,32.2
_30076_,32.2
_34382_,32.2
_30165_,32.18
_03301_,32.16
_05158_,32.16
_12348_,32.16
_18857_,32.16
_24526_,32.16
_26354_,32.16
_35087_,32.16
_36135_,32.16
_41799_,32.16
clknet_leaf_85_clk,32.16
_02068_,32.14
_16043_,32.14
_17008_,32.14
_22406_,32.14
_24327_,32.14
_32832_,32.14
_36910_,32.14
_42013_,32.14
_06414_,32.12
_08795_,32.12
_21688_,32.12
_34403_,32.12
_38898_,32.12
_16577_,32.1
_38419_,32.1
_39953_,32.1
_02806_,32.08
_12215_,32.08
_24467_,32.08
_28039_,32.08
_35684_,32.08
_04244_,32.06
_06688_,32.06
_14460_,32.06
_14568_,32.06
_37619_,32.06
_20353_,32.04
_20606_,32.04
_29646_,32.04
_30198_,32.04
_34046_,32.04
_35728_,32.04
_42092_,32.04
_34751_,32.01
_01589_,32
_14997_,32
_38396_,32
_03411_,31.99
_05222_,31.98
_31289_,31.98
_35402_,31.98
_33000_,31.97
_13175_,31.96
_14091_,31.96
_30482_,31.96
_32174_,31.96
_33721_,31.96
_36119_,31.96
_17240_,31.94
_18885_,31.94
_20321_,31.94
_21939_,31.94
_26253_,31.94
_27439_,31.94
_37566_,31.94
_01732_,31.92
_07030_,31.92
_07574_,31.92
_09218_,31.92
_16386_,31.92
_20959_,31.92
_22637_,31.92
_30378_,31.92
_34749_,31.92
_42538_,31.92
_03135_,31.9
_09225_,31.9
_32908_,31.9
_39649_,31.895
_12932_,31.89
_07140_,31.88
_21830_,31.88
_24662_,31.88
_26617_,31.87
_24972_,31.86
_32036_,31.86
_34260_,31.86
_35746_,31.86
_03352_,31.84
_30749_,31.84
_31598_,31.84
_37915_,31.84
_07202_,31.82
_26782_,31.82
_32842_,31.82
_00754_,31.8
_03964_,31.8
_04443_,31.8
_10867_,31.8
_20688_,31.8
_22183_,31.8
_34279_,31.8
_23808_,31.795
_00944_,31.79
_00298_,31.78
_34632_,31.78
_35289_,31.78
_40175_,31.78
_26774_,31.77
_37666_,31.77
_02019_,31.76
_08557_,31.76
_20349_,31.76
_22855_,31.76
_31531_,31.76
_08309_,31.74
_33602_,31.74
_04594_,31.72
_11520_,31.72
_16039_,31.72
_19379_,31.72
_27925_,31.72
_36923_,31.72
_00822_,31.7
_19426_,31.7
_26344_,31.7
_05586_,31.68
_11424_,31.68
_22645_,31.68
_32711_,31.68
_32972_,31.68
_39659_,31.68
_34631_,31.67
_05123_,31.66
_08631_,31.66
_15482_,31.66
_22103_,31.66
_22906_,31.66
_25375_,31.66
_25868_,31.66
_39174_,31.66
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[6\],31.66
_06996_,31.64
_20241_,31.64
_22322_,31.64
_26794_,31.64
_31283_,31.64
_31375_,31.64
_41756_,31.64
_32045_,31.63
_08347_,31.62
_13766_,31.62
_18077_,31.62
_32109_,31.62
_08669_,31.6
_20235_,31.6
_21172_,31.6
_35919_,31.6
_17588_,31.58
_19638_,31.58
_20703_,31.58
_21221_,31.58
_40620_,31.58
_39673_,31.575
_31388_,31.56
_41662_,31.56
_17177_,31.555
_27286_,31.55
_03259_,31.54
_11444_,31.54
_24703_,31.54
_25537_,31.54
_31253_,31.54
_34044_,31.54
_38152_,31.54
_39947_,31.54
net190,31.54
_12238_,31.53
_03621_,31.52
_06504_,31.52
_33340_,31.52
_40174_,31.52
_04583_,31.51
_22048_,31.5
_24211_,31.5
_32649_,31.5
net451,31.5
_33544_,31.485
_06744_,31.48
_10426_,31.48
_32131_,31.47
_06985_,31.46
_08904_,31.46
_13873_,31.46
_19630_,31.46
_19911_,31.46
_32379_,31.46
_34628_,31.46
_36801_,31.46
net206,31.46
_01678_,31.42
_03089_,31.42
_16656_,31.42
_28579_,31.42
_40854_,31.42
_32870_,31.41
_09002_,31.4
_13252_,31.4
_18906_,31.4
_19994_,31.4
_39793_,31.4
_10387_,31.39
_05279_,31.38
_07245_,31.38
_16410_,31.38
_19050_,31.38
_27202_,31.38
_30674_,31.38
_40557_,31.38
_42557_,31.375
_08762_,31.36
_25471_,31.36
_29722_,31.36
_33773_,31.36
_08108_,31.35
_15172_,31.35
_22530_,31.34
_14644_,31.33
_02040_,31.32
_02431_,31.32
_08254_,31.32
_12076_,31.32
_24363_,31.32
_27660_,31.32
_30792_,31.32
_37379_,31.32
_22444_,31.31
_10642_,31.305
_06084_,31.3
_27689_,31.3
_30124_,31.3
_38852_,31.3
_40971_,31.3
_08841_,31.28
_18846_,31.28
_20126_,31.28
_27516_,31.28
_29894_,31.28
_32562_,31.28
_33138_,31.28
_31637_,31.27
_05780_,31.26
_13803_,31.26
_19383_,31.26
_23469_,31.26
_01546_,31.24
_09059_,31.24
_15701_,31.24
_21795_,31.24
_33794_,31.24
_00413_,31.235
_00633_,31.22
_05658_,31.22
_13849_,31.22
_15155_,31.22
_15375_,31.22
_17038_,31.22
_31072_,31.22
_32558_,31.22
_38012_,31.22
_17921_,31.21
_04379_,31.2
_12393_,31.2
_15144_,31.2
_22115_,31.2
_24958_,31.2
_28455_,31.2
net255,31.2
_27522_,31.19
_10708_,31.18
_12858_,31.18
_31610_,31.18
_35633_,31.18
_04058_,31.16
_11979_,31.16
_15054_,31.16
_15085_,31.16
_22050_,31.16
_39592_,31.16
_12523_,31.14
_42315_,31.14
_03207_,31.12
_03937_,31.12
_20551_,31.12
_32482_,31.12
_35251_,31.12
_36585_,31.12
_40478_,31.12
_41098_,31.12
_15828_,31.1
_16010_,31.1
_23197_,31.1
_41089_,31.1
_00831_,31.08
_01548_,31.08
_04570_,31.08
_15402_,31.08
_26393_,31.08
_28537_,31.08
_31403_,31.08
_17418_,31.06
_24073_,31.04
_28737_,31.04
_35768_,31.04
_03786_,31.02
_12198_,31.02
_23659_,31.02
_27793_,31.02
_31312_,31.02
_03559_,31
_06312_,31
_14834_,31
_21052_,31
_12099_,30.98
_22140_,30.98
_19308_,30.96
_31163_,30.96
_36410_,30.96
_41715_,30.96
_12420_,30.94
_23589_,30.94
_34756_,30.94
_24896_,30.93
_12923_,30.92
_14701_,30.92
_22708_,30.92
_26374_,30.92
_36821_,30.92
_37064_,30.92
_38018_,30.92
_39329_,30.92
state\[0\],30.92
_36235_,30.9
_06972_,30.89
_05751_,30.88
_19571_,30.88
_26275_,30.88
_28772_,30.88
_32480_,30.88
_05661_,30.86
_28711_,30.86
_37572_,30.86
_01054_,30.84
_30592_,30.84
_38932_,30.84
_02415_,30.82
_18725_,30.82
_19469_,30.82
_21927_,30.82
_29941_,30.82
_30575_,30.82
_33624_,30.82
_38063_,30.82
_06500_,30.81
_04444_,30.8
_04667_,30.8
_13006_,30.8
_27526_,30.8
_33123_,30.8
_36868_,30.79
_03109_,30.78
_03359_,30.78
_15101_,30.78
_29217_,30.78
_29877_,30.78
_30314_,30.78
_41975_,30.78
_21908_,30.77
_37953_,30.77
_02192_,30.76
_05965_,30.76
_24602_,30.76
_39768_,30.76
_18667_,30.755
_22436_,30.75
_02194_,30.74
_24197_,30.74
_14501_,30.72
_19856_,30.72
_22818_,30.72
_30057_,30.72
_25224_,30.71
_03520_,30.7
_04037_,30.7
_13193_,30.7
_14572_,30.7
_20605_,30.7
_26928_,30.7
_31194_,30.7
_33465_,30.7
_38192_,30.7
_22480_,30.68
_38895_,30.68
_04792_,30.665
_07447_,30.66
_13920_,30.66
_19172_,30.66
_26166_,30.66
_26808_,30.66
_30685_,30.66
_32460_,30.66
_40087_,30.66
_41184_,30.66
_05865_,30.64
_07444_,30.64
_08236_,30.64
_10462_,30.64
_34504_,30.64
_39117_,30.64
_01734_,30.62
_02205_,30.62
_25714_,30.62
_25921_,30.62
_26990_,30.62
_32557_,30.62
_38050_,30.62
_09762_,30.61
_03168_,30.6
_07192_,30.6
_12552_,30.6
_13586_,30.6
_17824_,30.6
_26106_,30.6
_37436_,30.6
_19320_,30.58
_24002_,30.58
_27037_,30.58
_28995_,30.58
_32150_,30.58
_33925_,30.58
_36427_,30.58
_38336_,30.58
_38357_,30.58
_40026_,30.58
_18957_,30.575
_01605_,30.56
_12428_,30.56
_26003_,30.56
_03159_,30.54
_12383_,30.54
_20836_,30.54
_20866_,30.54
_26963_,30.54
_30833_,30.54
_38526_,30.54
_40922_,30.54
_14181_,30.52
_18186_,30.52
_21210_,30.52
_29910_,30.52
stage8_inst.stage4_upper.stage2_pair1.butterfly_inst.mul_inst.b\[19\],30.52
_14103_,30.515
_19932_,30.51
_07056_,30.5
_11040_,30.5
_14671_,30.5
_15729_,30.5
_18408_,30.5
_30881_,30.5
_36173_,30.5
_01822_,30.48
_21597_,30.48
_28481_,30.48
_31793_,30.48
_37319_,30.48
_02541_,30.46
_06652_,30.46
_18185_,30.46
_19739_,30.46
_22840_,30.46
_24952_,30.46
_38910_,30.46
_01306_,30.44
_04871_,30.44
_05200_,30.44
_25057_,30.44
_28728_,30.44
_33141_,30.44
_14145_,30.435
_02123_,30.42
_04790_,30.42
_07706_,30.42
_09332_,30.42
_22137_,30.42
_23580_,30.42
_37516_,30.42
_38543_,30.42
_36886_,30.41
_36916_,30.41
_10986_,30.4
_02439_,30.38
_06310_,30.38
_10015_,30.38
_30556_,30.38
_36141_,30.38
_38368_,30.38
net258,30.38
_09985_,30.36
_12914_,30.36
_19669_,30.36
_32183_,30.36
_34375_,30.36
_36156_,30.36
_36219_,30.36
_38177_,30.36
_24549_,30.345
_05131_,30.34
_05947_,30.34
_14979_,30.34
_37881_,30.34
_30898_,30.32
_33800_,30.32
_34396_,30.32
_39011_,30.32
_39262_,30.32
_40942_,30.32
_14049_,30.3
_20481_,30.3
_23524_,30.3
_17417_,30.285
_04876_,30.28
_07027_,30.28
_23388_,30.28
_24206_,30.28
_37107_,30.28
_04783_,30.26
_06753_,30.26
_36201_,30.26
_04782_,30.24
_05672_,30.24
_18977_,30.24
_31773_,30.24
_33418_,30.24
_05351_,30.22
_08983_,30.22
_09388_,30.22
_23570_,30.22
_30227_,30.22
_41527_,30.22
_04385_,30.2
_04455_,30.2
_12487_,30.2
_27725_,30.2
_30745_,30.2
_33154_,30.2
_13410_,30.18
_18232_,30.18
_25400_,30.18
_23149_,30.16
_23411_,30.16
_23917_,30.16
_38022_,30.16
_04671_,30.14
_14575_,30.14
_14577_,30.12
_29918_,30.12
_33315_,30.12
_35239_,30.12
_36749_,30.12
_39209_,30.12
_39508_,30.12
_17984_,30.1
_20504_,30.1
_21161_,30.1
_22624_,30.1
_24752_,30.1
_33963_,30.1
_42443_,30.1
_20713_,30.09
_30639_,30.085
_28310_,30.08
_28513_,30.08
_39783_,30.08
_41547_,30.07
_05096_,30.06
_24688_,30.06
_30072_,30.06
net113,30.06
_04597_,30.04
_01487_,30.02
_19099_,30.02
_22253_,30.02
_25844_,30.02
stage8_inst.in5\[2\],30.02
_08958_,30.015
_21496_,30.01
_12087_,30
_19500_,30
_20662_,30
_21867_,30
_24481_,30
_35485_,30
_35596_,30
_16883_,29.98
_34060_,29.98
_12252_,29.96
_13294_,29.96
_16525_,29.96
_20205_,29.96
_22107_,29.96
_31425_,29.96
_31954_,29.96
_33094_,29.96
_24934_,29.94
_25059_,29.94
_12321_,29.92
_22532_,29.92
_22594_,29.92
_30755_,29.92
_39816_,29.92
_07512_,29.91
_06820_,29.9
_08414_,29.9
_19487_,29.9
_29448_,29.9
net444,29.9
_03771_,29.88
_07987_,29.88
_13422_,29.88
_22948_,29.88
_24433_,29.88
_36102_,29.88
_37863_,29.88
_39878_,29.88
_09479_,29.86
_10864_,29.86
_11952_,29.86
_14548_,29.86
_19519_,29.86
_21463_,29.86
_24249_,29.86
_27515_,29.86
_30431_,29.86
_33610_,29.86
_35626_,29.86
_42242_,29.86
_39030_,29.85
_19352_,29.84
_26519_,29.84
_36346_,29.84
_37358_,29.84
_39340_,29.84
_00514_,29.82
_14787_,29.82
_16481_,29.82
_17288_,29.82
_20256_,29.82
_37869_,29.82
_17691_,29.8
_22884_,29.8
_28783_,29.8
_34957_,29.8
_37512_,29.8
_04998_,29.795
_27553_,29.79
_11891_,29.78
_13412_,29.78
_22611_,29.78
_24569_,29.78
_34201_,29.78
_34357_,29.78
_34474_,29.78
_37888_,29.77
_12116_,29.76
_07313_,29.755
_02529_,29.75
_33769_,29.75
_10065_,29.74
_17354_,29.74
_19226_,29.74
_22110_,29.74
_22447_,29.74
_25218_,29.74
_25552_,29.74
_25861_,29.74
_34128_,29.74
_37038_,29.74
_06536_,29.73
_00747_,29.72
_00957_,29.72
_04788_,29.72
_30830_,29.72
_37478_,29.72
_01262_,29.7
_10499_,29.7
_17898_,29.7
_23699_,29.7
_26930_,29.7
_28699_,29.7
_29838_,29.7
_16037_,29.68
_19825_,29.68
_31043_,29.68
_17347_,29.66
_36183_,29.66
_37156_,29.66
_41054_,29.66
net261,29.66
_03167_,29.655
_09935_,29.64
_17372_,29.64
_20831_,29.64
_06859_,29.62
_07911_,29.62
_11550_,29.62
_35504_,29.62
_38276_,29.62
_28160_,29.61
_01449_,29.605
_12219_,29.6
_17001_,29.6
_21660_,29.6
_24126_,29.6
_37142_,29.6
_39238_,29.6
_08036_,29.58
_11198_,29.58
_30789_,29.58
_13200_,29.56
_19670_,29.56
_24735_,29.56
_38689_,29.56
_05414_,29.54
_05793_,29.54
_21100_,29.54
_26460_,29.54
_34089_,29.54
_37279_,29.54
_39035_,29.54
_27355_,29.535
_33690_,29.53
_02894_,29.52
_06373_,29.52
_15884_,29.52
_26844_,29.52
_34612_,29.52
_39022_,29.52
_29772_,29.515
_06894_,29.5
_10288_,29.5
_11005_,29.5
_12182_,29.5
_14072_,29.5
_27215_,29.5
_27930_,29.5
_37084_,29.5
_38968_,29.5
_12304_,29.48
_15464_,29.48
_18627_,29.48
_23552_,29.48
_33922_,29.48
_35572_,29.48
_36981_,29.48
_06240_,29.46
_10467_,29.46
_12179_,29.46
_14453_,29.46
_37871_,29.46
_39477_,29.46
_15760_,29.44
_18118_,29.44
_19731_,29.44
_22474_,29.44
_23716_,29.44
_11917_,29.43
_04442_,29.42
_05633_,29.42
_06110_,29.42
_07269_,29.42
_17253_,29.42
_22160_,29.42
_40331_,29.42
_42510_,29.42
_40555_,29.415
_01192_,29.4
_03115_,29.4
_19272_,29.4
_33553_,29.4
_33887_,29.4
_06533_,29.395
_30917_,29.395
_14686_,29.38
_17152_,29.38
_30713_,29.38
_33262_,29.38
_35831_,29.38
_39124_,29.38
_39528_,29.38
_08339_,29.37
_34540_,29.37
_04999_,29.36
_13488_,29.36
_16583_,29.36
_37776_,29.36
_05400_,29.355
_10836_,29.34
_18916_,29.34
_19422_,29.34
_25715_,29.34
_39154_,29.34
_10521_,29.32
_17027_,29.32
_20918_,29.32
_25978_,29.32
_32495_,29.32
_39893_,29.32
_42029_,29.32
_11034_,29.31
_27082_,29.31
_17505_,29.3
_18526_,29.3
_27947_,29.3
_32010_,29.295
_18387_,29.29
_27484_,29.29
_17178_,29.28
_18150_,29.28
_24511_,29.28
_33910_,29.28
_33952_,29.28
_36160_,29.28
_38468_,29.28
_05298_,29.27
_01188_,29.26
_06881_,29.26
_22933_,29.26
_30568_,29.26
_06360_,29.25
_03151_,29.24
_23652_,29.24
_30156_,29.24
_33849_,29.24
_22522_,29.235
_04881_,29.23
_30596_,29.22
_31896_,29.22
_33691_,29.22
_18097_,29.215
_26606_,29.21
_01445_,29.2
_08566_,29.2
_32234_,29.2
_34465_,29.2
_05452_,29.18
_17440_,29.18
_35779_,29.18
_34113_,29.17
_19841_,29.16
_25846_,29.16
_37117_,29.16
_37960_,29.16
_39429_,29.16
_30040_,29.155
_00859_,29.14
_06759_,29.14
_36381_,29.14
_00445_,29.12
_01302_,29.12
_02144_,29.12
_11846_,29.12
_11857_,29.12
_15804_,29.12
_30923_,29.12
_40398_,29.12
_11970_,29.11
_02061_,29.1
_02128_,29.1
_05003_,29.1
_06910_,29.1
_18354_,29.1
_30911_,29.1
_34194_,29.1
_05349_,29.08
_06956_,29.08
_20914_,29.08
_25581_,29.08
_29470_,29.08
_30610_,29.08
_31927_,29.08
_33351_,29.08
_35560_,29.08
_16133_,29.075
_37051_,29.065
_18674_,29.06
_39782_,29.06
_42184_,29.06
_39842_,29.055
_00778_,29.04
_06892_,29.04
_13002_,29.04
_22479_,29.04
_36072_,29.04
stage8_inst.in5\[19\],29.04
_13122_,29.02
_14223_,29.02
_24905_,29.02
_34064_,29.02
_01557_,29
_04807_,29
_05207_,29
_24713_,29
_35761_,29
_38928_,29
_00782_,28.98
_30993_,28.98
_33837_,28.98
_38204_,28.98
_42439_,28.98
_07138_,28.96
_09923_,28.96
_19724_,28.96
_22305_,28.96
_28123_,28.96
_35538_,28.96
_09687_,28.94
_19293_,28.94
_28694_,28.94
_34397_,28.94
_34918_,28.94
_37099_,28.94
_04895_,28.92
_06000_,28.92
_13283_,28.92
_25909_,28.92
_02047_,28.9
_05295_,28.9
_05900_,28.9
_15740_,28.9
_22377_,28.9
_30585_,28.9
_33330_,28.9
_05747_,28.88
_06056_,28.88
_17385_,28.88
_30988_,28.88
_35737_,28.88
_07210_,28.86
_21906_,28.86
_34436_,28.86
_41705_,28.86
_15550_,28.84
_28785_,28.84
_30678_,28.84
_35999_,28.84
_37289_,28.84
_37638_,28.84
_06676_,28.82
_11732_,28.82
_20835_,28.82
_21542_,28.82
_32615_,28.82
_01187_,28.8
_09983_,28.8
_19928_,28.8
_39700_,28.8
_39348_,28.79
_00571_,28.78
_04478_,28.78
_05583_,28.78
_06780_,28.78
_10598_,28.78
_16639_,28.78
_19849_,28.78
_26094_,28.78
_34940_,28.78
_37163_,28.78
_32834_,28.775
_22562_,28.76
_26713_,28.76
_28290_,28.76
_34272_,28.75
_01783_,28.74
_06014_,28.74
_11343_,28.74
_19232_,28.74
_41824_,28.74
_12354_,28.73
_09927_,28.72
_15219_,28.72
_24252_,28.72
_35820_,28.72
_33047_,28.71
_16652_,28.7
_28382_,28.7
_29325_,28.7
_37586_,28.7
_37745_,28.7
_38900_,28.7
_41120_,28.7
_41807_,28.7
_16045_,28.695
_02298_,28.68
_34767_,28.68
_07735_,28.665
_02110_,28.66
_05333_,28.66
_06237_,28.66
_13199_,28.66
_16782_,28.66
_25795_,28.66
_33293_,28.66
_33979_,28.66
_35990_,28.66
_37386_,28.66
_37647_,28.66
_40391_,28.66
_36845_,28.65
_00845_,28.64
_01098_,28.64
_01339_,28.64
_11886_,28.64
_31640_,28.64
_35877_,28.64
_05563_,28.63
_24224_,28.62
_25514_,28.62
_34343_,28.62
_37130_,28.62
_03318_,28.615
_12537_,28.6
_15566_,28.6
_18463_,28.6
_35406_,28.6
_07159_,28.58
_08279_,28.58
_12270_,28.58
_13128_,28.58
_19193_,28.58
_35491_,28.58
_37328_,28.58
_37537_,28.58
_41183_,28.58
_02421_,28.56
_29780_,28.56
_36541_,28.56
_38016_,28.56
_00841_,28.54
_04836_,28.54
_11736_,28.54
_13476_,28.54
_23521_,28.54
_31436_,28.54
_38775_,28.54
_41657_,28.54
_02426_,28.52
_04373_,28.52
_06295_,28.52
_28332_,28.52
_29620_,28.52
_06992_,28.5
_31666_,28.5
_34801_,28.5
_39083_,28.5
_00773_,28.48
_01195_,28.48
_04159_,28.48
_09902_,28.48
_11780_,28.48
_12868_,28.48
_13548_,28.48
_13939_,28.48
_16412_,28.48
_23055_,28.48
_29466_,28.48
_31133_,28.48
_33513_,28.48
_40394_,28.48
_20267_,28.46
_21128_,28.46
_25028_,28.46
_29229_,28.46
_38861_,28.46
_09888_,28.44
_23829_,28.44
_34264_,28.44
_35786_,28.44
_40667_,28.44
_08401_,28.42
_08943_,28.42
_14637_,28.42
_33942_,28.42
_00520_,28.4
_31245_,28.4
_35323_,28.4
_15460_,28.38
_21854_,28.38
_28984_,28.38
_32971_,28.38
_32991_,28.38
_01646_,28.37
_14724_,28.36
_19756_,28.36
_37966_,28.36
_05853_,28.35
_16436_,28.34
_25524_,28.34
_34757_,28.34
_38920_,28.34
_03940_,28.32
_27268_,28.32
_39177_,28.32
_12121_,28.31
_13791_,28.31
_37772_,28.3
_18903_,28.295
_10679_,28.28
_25160_,28.28
_26814_,28.28
_27595_,28.28
_29523_,28.28
_32574_,28.28
_40811_,28.28
_35203_,28.27
_05458_,28.26
_25762_,28.26
_27358_,28.26
_06501_,28.255
_02033_,28.24
_04854_,28.24
_24456_,28.24
_26102_,28.24
_31114_,28.24
_41057_,28.24
_41467_,28.23
_07054_,28.22
_07216_,28.22
_14306_,28.22
_15485_,28.22
_17168_,28.22
_19938_,28.22
_35690_,28.22
_37162_,28.22
_01190_,28.2
_07734_,28.2
_20311_,28.2
_28050_,28.2
_32286_,28.2
_35605_,28.2
_39819_,28.2
_41465_,28.2
_09618_,28.195
_10012_,28.18
_14093_,28.18
_22343_,28.18
_00369_,28.16
_11987_,28.16
_31811_,28.16
_35067_,28.16
_39342_,28.16
_05242_,28.14
_17889_,28.14
_18960_,28.14
_21145_,28.14
_25625_,28.14
_33706_,28.14
_32749_,28.135
_18100_,28.13
_02126_,28.12
_08251_,28.12
_21926_,28.12
_39397_,28.12
_39746_,28.12
_41992_,28.12
_23988_,28.11
_01220_,28.1
_02889_,28.1
_33807_,28.1
_40860_,28.1
_06556_,28.08
_11028_,28.08
_11410_,28.08
_23579_,28.08
_26434_,28.08
_33304_,28.08
_41415_,28.08
clknet_leaf_27_clk,28.08
_15922_,28.075
_01172_,28.06
_21924_,28.06
_30912_,28.06
_33499_,28.05
_14617_,28.04
_15599_,28.04
_19349_,28.04
_25089_,28.04
_30064_,28.04
_01692_,28.02
_09243_,28.02
_09656_,28.02
_22424_,28.02
_33269_,28.02
_36259_,28.02
_38234_,28.02
_06990_,28
_20408_,28
_21659_,28
_24981_,28
_26006_,28
_34840_,28
_39280_,28
_41668_,28
_14448_,27.98
_23121_,27.98
_24640_,27.98
_21219_,27.97
_04069_,27.96
_12717_,27.96
_29173_,27.96
_04707_,27.95
_01278_,27.94
_05055_,27.94
_09497_,27.94
_10050_,27.94
_12190_,27.94
_12967_,27.94
_19069_,27.94
_21283_,27.94
_23937_,27.94
_28105_,27.94
_28563_,27.94
_29981_,27.94
_32381_,27.94
_33954_,27.94
_34309_,27.94
_12330_,27.935
_01062_,27.93
_10389_,27.92
_15139_,27.92
_18358_,27.92
_27421_,27.92
_32421_,27.92
_13626_,27.9
_14667_,27.9
_22907_,27.9
_25977_,27.9
_32932_,27.9
_33603_,27.9
_34421_,27.9
_19673_,27.895
_00842_,27.88
_03399_,27.88
_03568_,27.88
_06597_,27.88
_14681_,27.88
_16352_,27.88
_21595_,27.88
_25215_,27.88
_37053_,27.88
_24384_,27.87
_27159_,27.865
_07405_,27.86
_09180_,27.86
_12787_,27.86
_16147_,27.86
_17079_,27.86
_17922_,27.86
_24082_,27.86
_31557_,27.86
_33660_,27.86
_17745_,27.84
_20485_,27.84
_39941_,27.84
_40589_,27.84
_02159_,27.835
_01754_,27.82
_04679_,27.82
_05922_,27.82
_06883_,27.82
_24131_,27.82
_27901_,27.82
_29550_,27.82
_30485_,27.82
_31348_,27.82
_37129_,27.82
_41125_,27.82
_39964_,27.805
_12184_,27.8
_12801_,27.8
_14339_,27.8
_31204_,27.8
_36726_,27.8
_42302_,27.8
_13804_,27.785
_03085_,27.78
_04789_,27.78
_08325_,27.78
_08891_,27.78
_08899_,27.78
_10247_,27.78
_11975_,27.78
_19240_,27.78
_20867_,27.78
_33668_,27.78
_38770_,27.78
_39123_,27.78
_00655_,27.76
_15557_,27.76
_36192_,27.76
_37766_,27.76
_38530_,27.76
_40479_,27.76
_41934_,27.76
_02229_,27.74
_06194_,27.74
_12279_,27.74
_21469_,27.74
_22083_,27.74
_27045_,27.74
_27771_,27.74
_30005_,27.74
_38082_,27.74
_02142_,27.72
_23668_,27.72
_30494_,27.71
_07110_,27.7
_12588_,27.7
_12882_,27.7
_19274_,27.7
_21032_,27.7
_24489_,27.7
_28761_,27.7
_31839_,27.7
_32107_,27.7
_33613_,27.7
_42514_,27.7
_08512_,27.68
_15043_,27.68
_23526_,27.68
clknet_leaf_38_clk,27.68
_14473_,27.66
_00883_,27.64
_05640_,27.64
_16827_,27.64
_20706_,27.64
_20739_,27.64
_22731_,27.64
_23574_,27.64
_28981_,27.64
_01447_,27.62
_09862_,27.62
_18646_,27.62
_26127_,27.62
_27994_,27.62
_28307_,27.62
_38474_,27.62
_01131_,27.6
_02582_,27.6
_16677_,27.6
_38841_,27.6
_00532_,27.58
_03321_,27.58
_03624_,27.58
_07982_,27.58
_12377_,27.58
_14200_,27.58
_14586_,27.58
_28864_,27.58
_28911_,27.58
_00834_,27.56
_05380_,27.56
_07944_,27.56
_11697_,27.56
_11740_,27.56
_23427_,27.56
_23853_,27.56
_26359_,27.56
_33492_,27.56
_34743_,27.56
_37199_,27.56
_39338_,27.56
_19503_,27.54
_33944_,27.54
_36373_,27.54
_04074_,27.52
_10681_,27.52
_15530_,27.52
_19781_,27.52
_28025_,27.52
_41737_,27.52
_13753_,27.5
_14811_,27.5
_31318_,27.5
_39067_,27.5
_10823_,27.48
_12251_,27.48
_25792_,27.48
_26466_,27.48
_38779_,27.48
_41575_,27.48
_23903_,27.46
_41357_,27.46
_20500_,27.455
_32257_,27.45
_03681_,27.44
_08047_,27.44
_17749_,27.44
_22073_,27.44
_23073_,27.44
_25849_,27.44
_26877_,27.44
_22756_,27.43
_15914_,27.42
_26884_,27.42
_30863_,27.42
_31081_,27.42
_33090_,27.42
_37195_,27.42
_12505_,27.41
_01455_,27.4
_26521_,27.4
_36081_,27.4
_40299_,27.4
_01564_,27.38
_05962_,27.38
_12001_,27.38
_34359_,27.38
_38764_,27.38
_39040_,27.38
_33029_,27.36
_36539_,27.36
_39200_,27.36
_19854_,27.34
_30973_,27.34
_34526_,27.34
_36249_,27.34
_39843_,27.34
_08391_,27.32
_23593_,27.32
_23809_,27.32
_24286_,27.32
_31489_,27.32
_33596_,27.32
_36881_,27.32
_07754_,27.315
_00932_,27.3
_08791_,27.3
_12512_,27.3
_22631_,27.3
_26806_,27.3
_35733_,27.3
_15290_,27.29
_05720_,27.28
_14219_,27.28
_16756_,27.28
_21436_,27.28
_25995_,27.28
_27304_,27.28
_31874_,27.28
_35892_,27.28
_37118_,27.28
_37598_,27.28
_20710_,27.27
_05304_,27.26
_23614_,27.26
_05353_,27.24
_08552_,27.24
_20568_,27.24
_26922_,27.24
_29892_,27.24
_31363_,27.24
_32515_,27.24
_01105_,27.22
_06821_,27.22
_23488_,27.22
_24950_,27.22
_35513_,27.22
_39475_,27.22
_01880_,27.2
_13785_,27.2
_16062_,27.2
_20506_,27.2
_32093_,27.2
_32815_,27.2
_36087_,27.2
_27517_,27.195
